
Choice Selection: 
Press 1 to use default values: size=2000, threshold= 1000 with generation of 100 keys.
Press 2 to use user values.
Press 3 to read files.
Enter Choice: 1
Finished generating new keys
Test method: allkeys(), but also print values
11462687 Name_27
11989468 Name_63
12185671 Name_61
12721030 Name_100
12946614 Name_71
14103855 Name_78
14797556 Name_10
15126047 Name_79
16443888 Name_70
16511778 Name_35
16621508 Name_67
16854669 Name_16
16858404 Name_20
19320054 Name_42
19701201 Name_89
20014760 Name_48
20953463 Name_8
21378305 Name_38
22160543 Name_13
22831014 Name_68
23279549 Name_30
26090484 Name_98
26358428 Name_21
26369845 Name_18
26870601 Name_41
28226067 Name_23
28391213 Name_95
29385232 Name_75
29966227 Name_93
30846737 Name_88
31311625 Name_34
32855847 Name_24
38093976 Name_73
39523597 Name_65
39912624 Name_69
40985182 Name_14
41433874 Name_96
41578469 Name_43
41970608 Name_39
42017178 Name_56
43964297 Name_57
45859120 Name_40
47624627 Name_82
47997681 Name_76
48991870 Name_52
49479576 Name_58
53118457 Name_85
54852605 Name_83
55866705 Name_15
57417273 Name_11
58226675 Name_45
59108728 Name_12
59186723 Name_3
60362665 Name_62
62130281 Name_90
63026927 Name_36
63623729 Name_91
63699901 Name_86
64069749 Name_37
66875963 Name_25
67129484 Name_54
67339363 Name_74
67931501 Name_97
68334055 Name_1
68549722 Name_26
68564325 Name_51
68883536 Name_99
69322747 Name_32
69522415 Name_80
70839150 Name_64
71740213 Name_81
72717411 Name_28
73961794 Name_87
75771686 Name_19
76692963 Name_7
77089199 Name_84
81381127 Name_55
83628324 Name_5
84222428 Name_77
84489084 Name_50
85250935 Name_49
85346145 Name_66
85441864 Name_33
86087120 Name_53
87913977 Name_47
88670894 Name_59
89838295 Name_17
90180790 Name_46
90187437 Name_9
91509622 Name_72
92056623 Name_4
92082747 Name_92
93016211 Name_29
94686585 Name_94
95504744 Name_2
95778064 Name_60
97261378 Name_44
98644007 Name_6
99384798 Name_31
99590540 Name_22

Test method add(key,value)- 3 times
key=22345678, Add_1
key=42345678, Add_2
key=52345678, Add_3

11462687 Name_27
11989468 Name_63
12185671 Name_61
12721030 Name_100
12946614 Name_71
14103855 Name_78
14797556 Name_10
15126047 Name_79
16443888 Name_70
16511778 Name_35
16621508 Name_67
16854669 Name_16
16858404 Name_20
19320054 Name_42
19701201 Name_89
20014760 Name_48
20953463 Name_8
21378305 Name_38
22160543 Name_13
22345678 Add_1
22831014 Name_68
23279549 Name_30
26090484 Name_98
26358428 Name_21
26369845 Name_18
26870601 Name_41
28226067 Name_23
28391213 Name_95
29385232 Name_75
29966227 Name_93
30846737 Name_88
31311625 Name_34
32855847 Name_24
38093976 Name_73
39523597 Name_65
39912624 Name_69
40985182 Name_14
41433874 Name_96
41578469 Name_43
41970608 Name_39
42017178 Name_56
42345678 Add_2
43964297 Name_57
45859120 Name_40
47624627 Name_82
47997681 Name_76
48991870 Name_52
49479576 Name_58
52345678 Add_3
53118457 Name_85
54852605 Name_83
55866705 Name_15
57417273 Name_11
58226675 Name_45
59108728 Name_12
59186723 Name_3
60362665 Name_62
62130281 Name_90
63026927 Name_36
63623729 Name_91
63699901 Name_86
64069749 Name_37
66875963 Name_25
67129484 Name_54
67339363 Name_74
67931501 Name_97
68334055 Name_1
68549722 Name_26
68564325 Name_51
68883536 Name_99
69322747 Name_32
69522415 Name_80
70839150 Name_64
71740213 Name_81
72717411 Name_28
73961794 Name_87
75771686 Name_19
76692963 Name_7
77089199 Name_84
81381127 Name_55
83628324 Name_5
84222428 Name_77
84489084 Name_50
85250935 Name_49
85346145 Name_66
85441864 Name_33
86087120 Name_53
87913977 Name_47
88670894 Name_59
89838295 Name_17
90180790 Name_46
90187437 Name_9
91509622 Name_72
92056623 Name_4
92082747 Name_92
93016211 Name_29
94686585 Name_94
95504744 Name_2
95778064 Name_60
97261378 Name_44
98644007 Name_6
99384798 Name_31
99590540 Name_22

Test method: remove(key)-2 times
key= 123456783
Last key

11462687 Name_27
11989468 Name_63
12185671 Name_61
12721030 Name_100
12946614 Name_71
14103855 Name_78
14797556 Name_10
15126047 Name_79
16443888 Name_70
16511778 Name_35
16621508 Name_67
16854669 Name_16
16858404 Name_20
19320054 Name_42
19701201 Name_89
20014760 Name_48
20953463 Name_8
21378305 Name_38
22160543 Name_13
22345678 Add_1
22831014 Name_68
23279549 Name_30
26090484 Name_98
26358428 Name_21
26369845 Name_18
26870601 Name_41
28226067 Name_23
28391213 Name_95
29385232 Name_75
29966227 Name_93
30846737 Name_88
31311625 Name_34
32855847 Name_24
38093976 Name_73
39523597 Name_65
39912624 Name_69
40985182 Name_14
41433874 Name_96
41578469 Name_43
41970608 Name_39
42017178 Name_56
42345678 Add_2
43964297 Name_57
45859120 Name_40
47624627 Name_82
47997681 Name_76
48991870 Name_52
49479576 Name_58
52345678 Add_3
53118457 Name_85
54852605 Name_83
55866705 Name_15
57417273 Name_11
58226675 Name_45
59108728 Name_12
59186723 Name_3
60362665 Name_62
62130281 Name_90
63026927 Name_36
63623729 Name_91
63699901 Name_86
64069749 Name_37
66875963 Name_25
67129484 Name_54
67339363 Name_74
67931501 Name_97
68334055 Name_1
68549722 Name_26
68564325 Name_51
68883536 Name_99
69322747 Name_32
69522415 Name_80
70839150 Name_64
71740213 Name_81
72717411 Name_28
73961794 Name_87
75771686 Name_19
76692963 Name_7
77089199 Name_84
81381127 Name_55
83628324 Name_5
84222428 Name_77
84489084 Name_50
85250935 Name_49
85346145 Name_66
85441864 Name_33
86087120 Name_53
87913977 Name_47
88670894 Name_59
89838295 Name_17
90180790 Name_46
90187437 Name_9
91509622 Name_72
92056623 Name_4
92082747 Name_92
93016211 Name_29
94686585 Name_94
95504744 Name_2
95778064 Name_60
97261378 Name_44
98644007 Name_6

First value 11462687: Name_27
Last value  98644007: Name_6

Test method: nextkey(): first key
11989468

Test method: prevkey(): last key
97261378

Test method: rangeKey(key1,key2)

11462687 Name_27
11989468 Name_63
12185671 Name_61
12721030 Name_100
12946614 Name_71
14103855 Name_78
14797556 Name_10
15126047 Name_79
16443888 Name_70
16511778 Name_35
16621508 Name_67
16854669 Name_16
16858404 Name_20
19320054 Name_42
19701201 Name_89
20014760 Name_48
20953463 Name_8
21378305 Name_38
22160543 Name_13
22345678 Add_1
22831014 Name_68
23279549 Name_30
26090484 Name_98
26358428 Name_21
26369845 Name_18
26870601 Name_41
28226067 Name_23
28391213 Name_95
29385232 Name_75
29966227 Name_93
30846737 Name_88
31311625 Name_34
32855847 Name_24
38093976 Name_73
39523597 Name_65
39912624 Name_69
40985182 Name_14
41433874 Name_96
41578469 Name_43
41970608 Name_39
42017178 Name_56
42345678 Add_2
43964297 Name_57
45859120 Name_40
47624627 Name_82
47997681 Name_76
48991870 Name_52
49479576 Name_58
52345678 Add_3
53118457 Name_85
54852605 Name_83
55866705 Name_15
57417273 Name_11
58226675 Name_45
59108728 Name_12
59186723 Name_3
60362665 Name_62
62130281 Name_90
63026927 Name_36
63623729 Name_91
63699901 Name_86
64069749 Name_37
66875963 Name_25
67129484 Name_54
67339363 Name_74
67931501 Name_97
68334055 Name_1
68549722 Name_26
68564325 Name_51
68883536 Name_99
69322747 Name_32
69522415 Name_80
70839150 Name_64
71740213 Name_81
72717411 Name_28
73961794 Name_87
75771686 Name_19
76692963 Name_7
77089199 Name_84
81381127 Name_55
83628324 Name_5
84222428 Name_77
84489084 Name_50
85250935 Name_49
85346145 Name_66
85441864 Name_33
86087120 Name_53
87913977 Name_47
88670894 Name_59
89838295 Name_17
90180790 Name_46
90187437 Name_9
91509622 Name_72
92056623 Name_4
92082747 Name_92
93016211 Name_29
94686585 Name_94
95504744 Name_2
95778064 Name_60
97261378 Name_44
98644007 Name_6
